Startup name,Region,Industry,Funding Rounds,Funding Amount (M USD),Valuation (M USD),Revenue (M USD),Employees,Market Share (%),Profitable,Exit Status,years
Startup_323,USA,AI,6,9.56,27.92,3.12,381,37.05,1,Closed,5
Startup_324,USA,SaaS,5,45.68,35.64,5.22,321,10.31,0,Operating,11
Startup_325,USA,Edtech,1,15.89,25.57,8.16,217,15.47,1,Acquired,11
Startup_326,Asia,Healthtech,5,23.54,5.25,7.36,192,26.11,0,Operating,3
Startup_327,South America,Healthtech,4,17.95,54.09,0.54,117,7.5,0,Operating,1
Startup_328,Europe,AI,4,20.63,281.49,6.67,326,12.81,1,Operating,14
Startup_329,Europe,Healthtech,0,14.57,5.97,9.43,55,16.81,1,Operating,7
Startup_330,Asia,AI,2,15.25,257.34,15.49,14,20.3,0,Operating,6
Startup_331,Europe,Edtech,5,38.23,114.94,1.38,348,22.95,0,Operating,6
Startup_332,USA,Healthtech,6,7.21,112.3,17.41,95,6.47,0,Operating,14
Startup_333,South America,SaaS,1,26.66,88.97,0.98,55,15.96,0,Acquired,13
Startup_334,Africa,SaaS,6,6.26,128.56,6.92,247,19.36,1,Operating,6
Startup_335,Europe,Fintech,3,1.47,14.15,0.89,356,5.37,0,IPO,12
Startup_336,USA,AI,2,46.71,28.74,17.0,497,12.08,1,Operating,10
Startup_337,Africa,Healthtech,6,10.58,32.68,6.23,475,12.2,0,Closed,12
Startup_338,South America,SaaS,1,22.99,3.52,9.69,180,1.33,0,IPO,14
Startup_339,Africa,Biotech,4,28.37,198.05,6.91,61,7.14,1,Operating,3
Startup_340,USA,Edtech,2,31.89,58.47,6.18,440,7.43,1,Operating,10
Startup_341,Africa,Edtech,5,5.13,30.03,2.02,240,17.06,1,Operating,9
Startup_342,Asia,Biotech,1,21.32,243.08,28.73,232,7.93,0,Operating,13
Startup_343,Africa,Biotech,1,28.56,15.89,13.04,317,12.8,0,Acquired,11
Startup_344,Europe,Fintech,3,2.55,20.55,8.37,345,39.28,0,IPO,11
Startup_345,Europe,Edtech,1,3.05,10.59,2.3,346,3.4,0,Operating,0
Startup_346,Asia,Edtech,4,9.05,10.32,5.12,219,45.19,0,Operating,5
Startup_347,USA,Healthtech,3,7.18,10.44,4.19,378,29.44,0,Operating,4
Startup_348,Europe,AI,2,31.91,47.19,14.09,16,21.92,1,Operating,7
Startup_349,South America,E-commerce,2,20.58,17.42,2.14,465,22.63,0,Acquired,7
Startup_350,Europe,Edtech,5,13.78,151.55,11.0,294,28.15,0,IPO,4
Startup_351,Europe,Edtech,3,2.25,84.84,23.28,477,2.91,1,Operating,14
Startup_352,USA,E-commerce,4,2.39,8.79,18.23,454,9.16,0,Operating,10
Startup_353,Africa,Edtech,2,14.56,89.78,4.15,429,13.66,1,Acquired,8
Startup_354,Europe,Healthtech,6,42.89,21.21,1.65,186,23.66,1,Closed,13
Startup_355,Asia,Healthtech,2,29.84,12.92,4.5,281,26.35,0,Acquired,11
Startup_356,Africa,E-commerce,2,42.67,76.18,5.02,380,38.86,1,Operating,2
Startup_357,South America,SaaS,2,16.65,97.24,7.71,355,15.79,0,IPO,0
Startup_358,USA,Edtech,4,5.0,161.51,0.46,406,20.3,0,Operating,2
Startup_359,South America,SaaS,2,0.65,27.26,7.15,468,14.97,1,Operating,6
Startup_360,Africa,Edtech,2,56.36,41.29,9.29,466,16.93,0,Operating,8
Startup_361,Africa,AI,2,12.9,47.71,28.46,357,13.3,0,Acquired,11
Startup_362,Africa,Edtech,5,39.18,49.4,12.9,306,12.39,1,IPO,5
Startup_363,South America,Healthtech,6,26.41,25.72,0.29,267,18.38,0,Operating,11
Startup_364,Africa,Fintech,3,35.7,8.26,1.93,426,23.4,1,Operating,3
Startup_365,South America,Biotech,3,4.73,3.65,6.45,280,4.35,1,IPO,8
Startup_366,Africa,Fintech,0,22.75,118.22,37.27,392,29.84,0,IPO,12
Startup_367,Asia,Fintech,1,25.65,22.83,9.19,15,10.8,0,Closed,2
Startup_368,Africa,Fintech,1,16.09,9.96,18.6,266,14.31,1,Operating,9
Startup_369,South America,Biotech,4,36.06,205.44,1.1,363,7.17,1,IPO,9
Startup_370,Europe,SaaS,4,88.8,81.2,5.75,246,14.03,0,Acquired,11
Startup_371,Africa,Biotech,2,0.21,198.65,0.23,139,10.41,1,Operating,0
Startup_372,Europe,SaaS,4,12.14,16.34,2.85,49,10.23,1,Closed,12
Startup_373,Asia,Biotech,6,28.04,31.11,16.68,34,13.88,0,Operating,2
Startup_374,USA,Biotech,4,25.87,82.69,9.73,366,17.55,0,Operating,2
Startup_375,Asia,Edtech,2,12.62,40.14,3.31,475,15.79,1,Operating,4
Startup_376,Africa,SaaS,1,36.92,21.92,18.45,32,13.06,1,Operating,10
Startup_377,Europe,Edtech,3,22.48,8.62,13.29,362,17.87,0,IPO,13
Startup_378,Europe,AI,2,15.9,41.25,6.97,231,38.66,0,IPO,14
Startup_379,South America,Edtech,6,6.37,45.61,0.45,60,22.27,1,Operating,0
Startup_380,Europe,Fintech,0,9.16,63.78,23.68,133,21.59,0,IPO,9
Startup_381,South America,E-commerce,0,90.3,78.16,11.06,348,25.52,0,Acquired,1
Startup_382,USA,E-commerce,2,47.32,6.28,16.79,320,21.57,1,IPO,4
Startup_383,Africa,Healthtech,4,23.79,49.44,27.47,436,24.76,0,Acquired,7
Startup_384,South America,Healthtech,5,39.17,76.04,1.49,32,4.55,1,Operating,6
Startup_385,USA,Edtech,2,2.92,24.63,13.98,187,10.76,1,IPO,8
Startup_386,Europe,Biotech,6,6.23,16.12,1.68,102,9.61,0,IPO,12
Startup_387,Europe,Biotech,1,43.28,32.66,7.25,341,46.12,1,Operating,12
Startup_388,USA,E-commerce,4,12.73,18.56,12.98,92,3.55,0,Closed,12
Startup_389,Europe,Fintech,12,17.88,35.65,7.35,291,20.8,1,IPO,11
Startup_390,USA,SaaS,3,43.03,18.44,6.4,408,10.61,0,Acquired,9
Startup_391,South America,Fintech,3,10.35,27.47,3.33,447,26.28,0,Acquired,4
Startup_392,South America,Fintech,5,13.15,123.34,14.61,33,4.77,0,IPO,9
Startup_393,USA,Edtech,5,2.38,124.21,0.94,288,16.33,1,Acquired,6
Startup_394,South America,Edtech,2,95.15,242.55,2.64,338,28.26,1,Operating,3
Startup_395,South America,AI,4,72.52,33.29,0.46,430,34.69,0,IPO,8
Startup_396,South America,Fintech,3,7.03,9.2,1.95,196,7.38,0,Acquired,4
Startup_397,Asia,Biotech,2,38.28,109.92,5.24,384,34.29,0,Operating,6
Startup_398,Africa,Biotech,3,26.72,45.42,0.3,158,23.87,1,Closed,10
Startup_399,Europe,Fintech,4,3.17,68.86,2.57,493,37.22,1,IPO,9
Startup_400,Asia,Edtech,4,0.48,8.87,0.42,388,10.19,0,Closed,7
Startup_401,South America,Edtech,1,0.28,19.26,20.85,240,30.33,0,Acquired,10
Startup_402,USA,AI,6,1.36,16.09,22.07,15,2.01,1,Operating,9
Startup_403,South America,AI,2,19.74,41.02,11.99,148,8.13,0,Operating,5
Startup_404,Africa,Healthtech,2,13.55,293.47,9.03,424,12.21,0,Operating,2
Startup_405,South America,E-commerce,3,114.62,47.38,15.89,289,10.45,0,Operating,2
Startup_406,USA,Fintech,2,6.75,42.53,3.31,351,8.58,0,Operating,1
Startup_407,Africa,Biotech,4,25.87,71.17,13.55,289,7.12,0,Operating,1
Startup_408,South America,Fintech,3,9.79,19.94,4.01,416,11.6,0,Closed,14
Startup_409,Africa,AI,3,2.07,14.6,5.85,100,5.09,1,Operating,8
Startup_410,Europe,AI,4,41.94,91.02,39.15,415,28.8,0,Acquired,3
Startup_411,Europe,Healthtech,1,10.22,161.64,18.7,271,23.0,0,Closed,9
Startup_412,South America,E-commerce,3,49.76,27.36,5.42,177,20.4,1,Operating,14
Startup_413,Africa,Healthtech,0,55.27,2.11,23.54,204,12.05,0,Operating,10
Startup_414,USA,Biotech,1,34.31,9.87,1.02,444,9.25,0,Operating,11
Startup_415,South America,E-commerce,1,0.56,97.24,23.32,181,8.64,1,Closed,4
Startup_416,Europe,SaaS,3,67.64,6.49,22.01,313,14.34,1,Acquired,3
Startup_417,Europe,Fintech,2,2.65,71.99,10.41,367,11.14,1,Operating,14
Startup_418,South America,Healthtech,4,53.56,48.41,3.93,328,30.44,0,IPO,9
Startup_419,Africa,AI,5,18.66,64.87,17.27,440,13.53,0,Acquired,3
Startup_420,Europe,Healthtech,3,9.48,14.83,3.18,125,9.73,1,Operating,11
Startup_421,Africa,SaaS,3,25.55,0.93,1.53,208,32.95,1,Acquired,11
Startup_422,Europe,Healthtech,4,14.14,2.03,8.01,164,11.25,1,Closed,9
Startup_423,Europe,Fintech,6,31.64,64.52,1.38,191,19.53,0,Acquired,9
Startup_424,Asia,SaaS,3,14.42,47.52,4.42,208,14.06,0,IPO,9
Startup_425,Europe,AI,3,9.21,91.77,8.67,247,0.96,0,Operating,13
Startup_426,USA,AI,2,8.95,25.48,2.33,196,27.57,1,Operating,4
Startup_427,South America,Edtech,3,8.74,40.55,5.34,316,22.08,1,IPO,14
Startup_428,South America,SaaS,1,12.81,76.51,3.68,448,51.59,0,Operating,1
Startup_429,Africa,Edtech,4,2.33,34.32,1.68,413,21.06,0,IPO,4
Startup_430,Europe,Edtech,3,21.68,250.65,10.05,220,33.07,0,IPO,12
Startup_431,USA,Fintech,1,8.35,67.91,9.17,88,1.75,0,Acquired,5
Startup_432,Africa,Healthtech,1,16.49,57.49,8.19,310,17.46,0,Operating,7
Startup_433,Asia,AI,1,14.95,80.86,26.76,238,4.62,0,Operating,8
Startup_434,Africa,AI,0,38.92,75.07,26.11,11,28.94,0,Operating,11
Startup_435,Africa,Healthtech,2,39.57,12.4,8.5,356,26.54,0,Operating,11
Startup_436,Europe,AI,3,90.53,11.81,13.42,119,10.89,1,Operating,6
Startup_437,Asia,Healthtech,2,5.53,46.58,16.34,10,22.23,1,Operating,2
Startup_438,Africa,SaaS,3,0.7,28.64,1.16,215,12.04,1,IPO,10
Startup_439,USA,Fintech,3,11.06,102.62,18.64,56,20.95,1,Acquired,5
Startup_440,USA,Fintech,6,45.39,17.13,0.05,150,45.61,0,Operating,14
Startup_441,South America,Biotech,2,18.34,20.09,0.02,272,53.46,0,Operating,14
Startup_442,Asia,Fintech,3,9.35,9.09,3.72,239,15.89,0,Closed,8
Startup_443,Asia,Healthtech,4,29.58,200.16,15.75,115,17.0,0,Acquired,0
Startup_444,South America,Biotech,2,24.92,6.17,25.44,169,11.7,0,Operating,3
Startup_445,Africa,Healthtech,4,25.0,203.43,5.1,270,14.4,1,Closed,1
Startup_446,Asia,E-commerce,8,14.45,61.28,9.97,347,24.77,1,Acquired,10
Startup_447,USA,Biotech,1,15.12,4.67,6.4,470,11.66,1,IPO,5
Startup_448,USA,AI,3,16.23,8.24,3.28,25,19.26,0,Operating,5
Startup_449,Europe,AI,3,16.09,19.8,20.23,442,7.05,1,IPO,1
Startup_450,Asia,E-commerce,1,4.62,15.08,8.84,499,20.1,1,Acquired,2
Startup_451,Africa,E-commerce,1,5.64,180.83,11.69,378,7.74,0,IPO,11
Startup_452,South America,Fintech,2,9.37,47.51,9.6,145,16.75,1,IPO,7
Startup_453,South America,E-commerce,6,38.69,3.87,0.88,454,3.15,0,Acquired,0
Startup_454,Africa,Healthtech,2,12.41,37.26,17.69,258,41.6,1,Operating,7
Startup_455,Europe,Edtech,3,52.16,113.72,0.39,70,5.34,0,Operating,8
Startup_456,South America,Healthtech,4,31.54,26.91,11.74,150,3.47,0,Operating,1
Startup_457,Asia,Biotech,3,39.54,54.85,1.52,295,18.7,1,Operating,5
Startup_458,Europe,E-commerce,2,2.88,74.18,7.93,372,7.9,1,Acquired,6
Startup_459,Asia,AI,4,3.22,10.23,1.36,102,5.63,0,Closed,3
Startup_460,USA,Healthtech,3,5.4,96.72,34.89,237,3.08,0,Operating,9
Startup_461,Europe,AI,4,21.73,29.78,5.66,462,8.54,0,IPO,12
Startup_462,South America,Healthtech,6,12.94,2.92,15.76,105,8.66,1,Acquired,11
Startup_463,Europe,AI,4,3.72,105.56,15.92,420,22.49,1,Acquired,2
Startup_464,Europe,SaaS,5,27.39,41.55,1.29,285,16.06,0,IPO,14
Startup_465,Europe,Healthtech,3,14.57,11.05,8.35,156,35.6,0,Acquired,7
Startup_466,Europe,Biotech,5,26.26,19.1,70.48,473,20.94,0,Closed,11
Startup_467,Asia,AI,3,48.04,42.13,4.81,497,4.63,1,Closed,10
Startup_468,USA,Edtech,2,49.24,23.43,1.0,299,1.1,1,IPO,0
Startup_469,Africa,Biotech,3,7.17,13.29,14.46,320,19.26,0,Operating,9
Startup_470,Europe,Fintech,3,3.45,32.63,9.02,230,42.21,0,Acquired,12
Startup_471,South America,Healthtech,4,11.38,10.23,12.53,30,6.19,1,Closed,4
Startup_472,Europe,Edtech,1,1.75,14.08,7.59,259,6.28,0,Closed,6
Startup_473,South America,Fintech,3,0.9,87.65,3.13,302,36.02,1,Operating,0
Startup_474,Asia,Healthtech,5,76.44,12.97,6.31,299,6.86,0,IPO,6
Startup_475,South America,Edtech,0,71.39,59.43,8.81,73,47.96,1,Operating,8
Startup_476,Africa,Edtech,1,8.67,14.42,2.71,330,26.71,0,Operating,2
Startup_477,USA,Biotech,1,34.35,11.94,19.25,356,9.33,1,Operating,12
Startup_478,South America,SaaS,2,5.06,14.46,5.3,301,7.85,1,Closed,10
Startup_479,South America,Edtech,4,10.8,31.58,12.56,164,10.33,1,Operating,10
Startup_480,USA,SaaS,1,25.93,7.91,28.84,12,12.15,1,Operating,10
Startup_481,Africa,E-commerce,0,15.99,5.64,5.37,22,2.29,1,Operating,14
Startup_482,Europe,Biotech,2,34.42,70.68,6.19,190,35.52,0,Acquired,4
Startup_483,South America,AI,8,78.28,1.18,2.03,378,33.13,1,Operating,4
Startup_484,USA,Biotech,3,0.18,24.35,4.72,133,17.92,0,Acquired,6
Startup_485,Asia,Fintech,4,51.68,25.21,7.53,156,18.1,1,Operating,10
Startup_486,USA,AI,4,10.67,111.77,2.61,179,7.58,0,Operating,5
Startup_487,Asia,AI,2,10.48,74.47,0.26,341,5.36,0,IPO,10
Startup_488,Africa,SaaS,2,0.01,35.74,2.98,67,22.29,0,Operating,9
Startup_489,Europe,AI,2,35.96,32.68,11.48,406,31.4,0,Operating,0
Startup_490,USA,Edtech,3,28.46,41.69,19.54,408,18.08,0,Operating,0
Startup_491,South America,SaaS,5,44.89,22.14,1.4,30,5.22,0,Acquired,9
Startup_492,Africa,AI,1,3.66,60.33,11.14,118,40.76,1,Operating,12
Startup_493,USA,SaaS,3,4.84,57.93,4.16,226,39.32,0,Operating,6
Startup_494,South America,E-commerce,0,7.23,42.74,3.58,105,26.4,1,Operating,4
Startup_495,USA,SaaS,4,15.11,2.97,5.67,351,8.75,0,Acquired,8
Startup_496,Asia,Healthtech,5,8.47,6.78,20.46,427,13.02,1,Operating,1
Startup_497,USA,Edtech,4,7.13,2.0,8.69,27,17.49,0,IPO,3
Startup_498,USA,Fintech,4,4.03,63.38,10.24,350,30.58,0,Acquired,1
Startup_499,USA,Healthtech,2,3.47,32.47,1.22,9,7.86,0,Operating,12
Startup_500,Africa,Healthtech,2,12.81,155.03,1.29,18,15.45,1,IPO,4
Startup_501,USA,Healthtech,3,11.81,152.17,6.98,103,13.72,1,Acquired,5
Startup_502,South America,AI,4,30.75,80.02,12.67,260,18.82,0,IPO,6
Startup_503,Asia,SaaS,4,34.73,29.26,2.18,121,23.92,0,IPO,2
Startup_504,Asia,SaaS,1,24.12,19.02,7.94,228,10.48,0,Acquired,1
Startup_505,USA,Biotech,2,35.58,11.22,24.82,433,28.02,1,Operating,11
Startup_506,Africa,AI,3,2.3,13.23,7.19,456,41.73,0,Operating,10
Startup_507,Africa,Edtech,2,12.24,231.88,6.55,26,13.84,0,Operating,8
Startup_508,South America,AI,2,6.75,37.79,8.8,117,19.89,0,Operating,6
Startup_509,USA,AI,3,5.8,0.62,11.79,37,17.02,0,IPO,4
Startup_510,Asia,AI,5,24.94,2.27,3.6,273,40.6,0,Operating,8
Startup_511,Africa,Edtech,5,35.58,30.7,4.07,332,9.97,0,IPO,2
Startup_512,USA,Biotech,0,2.44,29.3,1.7,106,5.62,0,IPO,6
Startup_513,Africa,Edtech,2,2.65,26.01,29.72,434,7.55,1,Acquired,6
Startup_514,Africa,E-commerce,4,20.4,86.75,0.49,205,6.14,0,Operating,2
Startup_515,Asia,Biotech,3,3.12,60.73,6.18,446,19.0,1,Operating,1
Startup_516,Europe,E-commerce,4,29.25,5.68,11.51,112,13.47,0,Acquired,12
Startup_517,South America,E-commerce,3,35.29,22.52,12.41,416,8.19,0,Operating,2
Startup_518,South America,E-commerce,4,14.8,45.4,9.84,133,2.9,0,Operating,14
Startup_519,Asia,SaaS,7,47.81,24.1,4.16,147,1.87,0,Closed,10
Startup_520,Africa,Healthtech,6,0.41,11.68,0.8,395,20.13,1,Acquired,12
Startup_521,USA,Healthtech,1,5.13,49.45,26.9,405,12.92,0,Acquired,10
Startup_522,Africa,E-commerce,3,29.65,46.1,2.11,464,19.75,1,Operating,12
Startup_523,Asia,E-commerce,4,63.07,183.67,23.94,315,17.21,0,Operating,13
Startup_524,South America,Fintech,4,64.67,41.17,2.56,451,9.91,0,Operating,11
Startup_525,Africa,Healthtech,4,0.01,103.69,0.73,123,15.72,1,IPO,2
Startup_526,South America,Fintech,3,19.99,148.99,0.87,225,6.71,1,Acquired,4
Startup_527,USA,Biotech,5,0.55,28.53,4.44,316,9.68,0,IPO,14
Startup_528,South America,Fintech,3,24.1,2.72,1.65,18,35.77,1,Acquired,4
Startup_529,South America,AI,3,29.22,7.74,6.59,81,17.58,0,Operating,0
Startup_530,Europe,SaaS,6,38.99,35.06,6.05,121,20.05,1,IPO,8
Startup_531,Europe,Biotech,3,15.08,111.73,18.09,60,30.52,1,Closed,6
Startup_532,Europe,Edtech,3,37.96,53.08,11.9,420,4.39,1,Operating,11
Startup_533,South America,Healthtech,5,51.5,11.25,11.99,238,19.25,0,Operating,2
Startup_534,Asia,E-commerce,5,15.24,60.37,8.93,129,51.66,0,Operating,4
Startup_535,South America,Biotech,3,14.85,112.32,0.49,377,16.21,0,IPO,10
Startup_536,Asia,E-commerce,3,14.1,1.53,13.75,29,7.62,0,Acquired,11
Startup_537,Asia,Edtech,1,14.05,13.91,4.44,95,26.9,1,IPO,3
Startup_538,Europe,Biotech,0,29.79,8.31,18.09,412,19.99,1,Operating,3
Startup_539,Africa,Healthtech,3,1.39,76.65,2.83,401,13.62,0,Operating,2
Startup_540,USA,Biotech,2,12.05,111.04,11.09,97,12.86,0,Operating,6
Startup_541,Europe,E-commerce,1,14.85,40.43,9.26,162,12.0,0,IPO,9
Startup_542,Europe,E-commerce,4,4.83,94.26,1.19,223,12.0,1,Operating,2
Startup_543,Africa,AI,2,15.59,53.49,1.47,11,21.72,1,Operating,9
Startup_544,USA,Fintech,3,12.16,53.46,90.86,145,6.29,1,Operating,14
Startup_545,South America,Biotech,0,26.76,43.34,4.09,139,34.66,0,Acquired,7
Startup_546,South America,E-commerce,4,8.72,2.57,5.23,103,12.66,0,Operating,6
Startup_547,Europe,SaaS,3,59.82,138.21,19.34,202,29.5,0,IPO,14
Startup_548,USA,Healthtech,4,10.68,21.99,9.97,26,19.78,0,Operating,8
Startup_549,Europe,SaaS,2,19.93,81.12,11.37,319,15.27,0,Operating,2
Startup_550,Asia,Edtech,2,5.01,83.03,10.12,402,14.1,1,Operating,12
Startup_551,Europe,Biotech,4,23.34,168.72,3.91,25,30.34,0,Operating,9
Startup_552,Europe,AI,2,14.42,19.78,17.67,22,16.51,0,Operating,14
Startup_553,South America,Healthtech,2,8.38,297.6,0.34,52,23.06,1,Operating,1
Startup_554,South America,AI,4,8.55,17.87,4.58,97,24.38,1,Acquired,6
Startup_555,South America,Fintech,1,9.41,30.02,30.91,30,16.13,1,Closed,12
Startup_556,Asia,E-commerce,3,11.51,61.25,4.76,43,34.59,1,IPO,7
Startup_557,South America,Healthtech,0,5.69,8.42,0.17,169,20.16,1,Acquired,11
Startup_558,USA,Edtech,3,6.5,15.49,2.13,194,14.95,0,Operating,6
Startup_559,Africa,Biotech,1,63.58,65.12,28.85,452,5.52,0,IPO,14
Startup_560,USA,Fintech,2,7.17,183.23,18.92,374,15.18,1,Operating,7
Startup_561,USA,Fintech,3,19.72,65.99,2.17,497,6.13,1,Operating,13
Startup_562,South America,AI,2,8.47,99.13,37.94,450,16.6,1,IPO,0
Startup_563,Africa,Fintech,1,33.3,1.91,1.73,488,5.74,0,IPO,4
Startup_564,Africa,Healthtech,2,23.81,43.02,48.68,160,13.84,0,IPO,10
Startup_565,Africa,AI,1,7.96,122.72,18.61,399,9.6,1,IPO,1
Startup_566,Asia,Fintech,6,25.22,57.35,24.38,405,5.19,1,Operating,12
Startup_567,South America,Biotech,1,28.27,56.42,1.5,272,9.72,0,Closed,11
Startup_568,Africa,Edtech,1,2.98,11.35,3.59,32,3.68,1,IPO,7
Startup_569,Asia,Biotech,0,17.26,98.71,12.11,220,5.33,1,Operating,6
Startup_570,Europe,SaaS,2,32.98,100.14,7.04,35,13.26,0,Closed,12
Startup_571,Europe,Healthtech,1,1.03,47.6,3.45,489,24.36,0,Operating,11
Startup_572,Asia,Edtech,3,14.18,27.81,11.89,444,9.9,1,Operating,14
Startup_573,Asia,Edtech,1,36.63,86.94,15.13,260,7.26,1,IPO,11
Startup_574,South America,AI,5,61.05,31.27,3.36,188,7.21,0,IPO,7
Startup_575,South America,E-commerce,3,21.34,86.47,0.9,417,15.15,0,Operating,4
Startup_576,Europe,AI,3,7.94,33.17,8.54,393,20.91,0,IPO,14
Startup_577,Africa,Healthtech,0,18.57,43.35,5.05,123,9.67,0,Operating,8
Startup_578,Europe,Healthtech,3,0.55,68.92,21.02,295,12.6,1,IPO,1
Startup_579,Africa,AI,1,12.17,15.39,0.46,385,2.27,0,Acquired,13
Startup_580,Africa,E-commerce,5,25.99,14.17,10.16,145,24.61,1,Operating,6
Startup_581,South America,Biotech,2,0.74,55.11,0.49,375,24.92,1,Closed,0
Startup_582,USA,AI,2,18.49,153.86,1.2,433,4.87,1,IPO,10
Startup_583,USA,Healthtech,3,17.75,29.53,4.6,77,22.14,0,IPO,7
Startup_584,Asia,E-commerce,7,4.21,114.24,2.6,419,35.18,0,Operating,3
Startup_585,South America,Healthtech,2,16.84,36.51,1.76,475,14.02,1,IPO,6
Startup_586,Africa,E-commerce,2,10.53,182.35,15.76,383,8.28,0,Operating,7
Startup_587,USA,E-commerce,4,13.03,78.52,2.64,148,42.88,1,Closed,8
Startup_588,Africa,AI,4,7.87,98.15,4.54,442,31.29,1,Operating,12
Startup_589,USA,AI,2,33.25,56.91,23.85,472,13.1,1,Operating,11
Startup_590,USA,AI,1,9.1,101.43,15.4,249,6.87,0,Acquired,5
Startup_591,USA,E-commerce,3,31.29,44.92,7.42,51,20.85,1,Operating,9
Startup_592,South America,E-commerce,3,1.59,41.89,0.99,140,42.89,1,Closed,8
Startup_593,Europe,Healthtech,6,6.53,103.46,29.09,180,14.46,0,Acquired,7
Startup_594,Africa,Edtech,0,10.31,0.76,12.35,213,64.8,0,Operating,9
Startup_595,South America,AI,2,10.37,32.58,0.36,196,15.64,0,Acquired,13
Startup_596,South America,SaaS,1,11.64,102.04,29.72,310,14.92,1,Operating,11
Startup_597,South America,Healthtech,2,21.13,10.92,0.74,151,4.55,0,IPO,0
Startup_598,South America,Healthtech,5,17.07,158.52,9.24,47,21.59,0,Closed,3
Startup_599,South America,Fintech,1,14.72,67.47,5.01,489,7.68,1,IPO,13
Startup_600,Asia,AI,4,36.36,71.86,39.57,369,13.36,0,Operating,3
Startup_601,Africa,Biotech,6,4.37,54.75,25.65,95,19.69,0,Acquired,3
Startup_602,South America,Healthtech,2,39.36,29.66,9.13,339,18.32,1,Operating,9
Startup_603,Africa,Fintech,2,33.37,30.9,12.08,92,5.28,0,Operating,13
Startup_604,Asia,SaaS,4,4.36,91.35,17.24,201,13.92,0,Operating,6
Startup_605,Asia,SaaS,1,19.57,7.49,17.17,185,15.27,1,Operating,9
Startup_606,Africa,Biotech,3,5.05,36.91,9.14,179,43.88,1,Operating,14
Startup_607,USA,AI,2,57.23,18.55,2.9,298,19.44,1,IPO,5
Startup_608,Europe,E-commerce,7,13.58,207.76,3.75,61,20.27,1,Closed,6
Startup_609,USA,Fintech,1,4.56,0.18,10.96,269,16.61,1,Operating,9
Startup_610,USA,E-commerce,3,20.22,3.29,11.64,349,22.52,1,Operating,1
Startup_611,USA,SaaS,3,24.57,171.15,4.64,147,35.09,0,Acquired,7
Startup_612,South America,SaaS,5,18.58,39.24,21.87,240,7.09,0,Operating,6
Startup_613,Asia,Edtech,5,5.53,7.46,5.11,31,12.81,0,IPO,7
Startup_614,USA,Edtech,3,26.58,29.77,11.99,447,15.07,0,IPO,2
Startup_615,Asia,Biotech,4,53.06,19.48,2.35,177,7.11,0,Closed,2
Startup_616,Africa,Edtech,2,60.79,121.07,4.36,10,5.31,0,Operating,11
Startup_617,Europe,Edtech,4,22.76,58.17,7.9,43,1.39,0,Operating,4
Startup_618,Africa,Biotech,2,36.68,6.99,0.38,20,5.76,0,Acquired,14
Startup_619,Africa,Healthtech,4,76.92,38.44,0.43,260,27.25,1,Operating,2
Startup_620,South America,Edtech,0,0.89,7.22,3.14,311,11.47,0,Operating,0
Startup_621,Europe,Healthtech,3,12.96,54.72,17.59,289,15.41,1,Operating,4
Startup_622,Africa,Healthtech,3,6.89,64.96,2.44,229,29.33,0,Acquired,12
Startup_623,Africa,AI,3,12.88,41.3,21.71,86,34.98,0,IPO,13
Startup_624,Europe,Healthtech,1,49.76,169.0,12.59,360,35.53,0,Operating,7
Startup_625,Europe,Healthtech,4,81.95,144.42,11.68,493,18.15,0,IPO,13
Startup_626,Africa,Edtech,0,47.06,11.53,11.21,261,3.76,0,IPO,7
Startup_627,Europe,Healthtech,4,4.39,0.02,37.43,145,11.95,1,Operating,7
Startup_628,Africa,E-commerce,2,32.48,54.35,10.04,394,11.18,1,Acquired,14
Startup_629,Africa,Biotech,6,34.04,32.28,10.48,24,8.91,0,Operating,4
Startup_630,South America,Edtech,2,17.32,20.37,6.04,106,9.44,0,Closed,3
Startup_631,USA,Biotech,4,25.1,124.38,20.58,358,34.07,1,Acquired,8
Startup_632,Africa,Fintech,3,47.15,192.0,0.59,86,28.13,0,Operating,10
Startup_633,Asia,Edtech,6,102.88,133.38,4.22,130,12.81,0,Acquired,7
Startup_634,USA,Healthtech,3,0.82,34.68,3.38,459,20.52,0,Operating,3
Startup_635,USA,E-commerce,2,5.95,60.76,5.07,41,11.08,0,Operating,13
Startup_636,USA,Biotech,2,54.54,9.41,6.54,468,18.65,1,Operating,8
Startup_637,South America,Edtech,3,7.98,150.65,31.26,466,2.8,0,Operating,8
Startup_638,Africa,E-commerce,2,2.25,16.68,25.83,466,23.42,0,Operating,9
Startup_639,South America,Biotech,2,7.52,10.71,9.45,392,5.84,0,Operating,8
Startup_640,Africa,Fintech,4,14.62,3.1,0.2,146,6.75,0,Operating,5
Startup_641,South America,SaaS,3,9.76,39.97,8.11,69,9.02,0,Acquired,3
Startup_642,South America,Fintech,7,31.05,148.27,0.71,316,19.77,0,Operating,10
Startup_643,Asia,SaaS,6,18.89,7.29,4.46,421,3.17,0,IPO,12
Startup_644,South America,AI,4,11.42,6.44,3.63,204,9.38,0,Acquired,6
Startup_645,Europe,SaaS,4,118.0,15.91,10.44,351,6.05,1,IPO,11
Startup_646,Asia,AI,3,43.42,54.74,0.18,229,7.02,0,Acquired,0
Startup_647,South America,Edtech,3,39.65,39.68,15.54,254,13.55,0,Operating,11
